EmployeeID,Gender,Age,Education,EducationType,MaritalStatus,TotalCompanies,TotalExperience,DistanceToOffice,Department,Traveltype_last_year,BillingRate,MonthlyIncome,Years_at_Company,Years_InCurrentRole,LastSalaryHike,PotentialReview,PerformanceReview,SatisfactionScore,JobRole_SatisfactionScore,Overall_SatisfactionScore
AB1090,Male,29,Masters / PHD,Economics,Divorced,1,4,2,ClientSolutions,Conference,29,2985,3,3,19,High,Met Expectations,Passive,Promoter,Passive
AB1091,Female,30,Graduation,Economics,Married,1,18,1,ClientSolutions,Conference,118,7118,18,10,16,Medium,Met Expectations,Promoter,Promoter,Passive
AB1092,Male,44,Masters / PHD,Marketing / Finance,Single,3,13,10,ClientSolutions,Conference,199,5918,9,9,16,High,Met Expectations,Passive,Detractor,Promoter
AB1093,Female,32,Graduation,Economics,Married,1,7,10,BusinessDevelopment,Conference,14,5111,7,5,17,High,Met Expectations,Promoter,Detractor,Passive
AB1094,Male,24,Graduation,Bio-technology,Divorced,3,16,14,BusinessDevelopment,Conference,116,7846,9,9,14,Medium,Met Expectations,Passive,Detractor,Promoter
AB1095,Female,51,Masters / PHD,Marketing / Finance,Divorced,12,12,21,ClientSolutions,Conference,56,6036,7,4,14,High,Met Expectations,Promoter,Detractor,Passive
AB1096,Male,32,Graduation,Marketing / Finance,Married,10,20,20,ClientSolutions,Conference,107,3035,9,3,17,High,Met Expectations,Passive,Promoter,Passive
AB1097,Female,38,Graduation,Bio-technology,Married,10,36,1,BusinessDevelopment,Conference,170,18682,34,20,22,High,Exceed Expectations,Passive,Detractor,Detractor
AB1098,Male,37,Masters / PHD,Bio-technology,Divorced,1,13,10,BusinessDevelopment,Conference,77,9202,12,10,16,Very High,Met Expectations,Promoter,Passive,Promoter
AB1099,Male,55,Masters / PHD,Economics,Single,9,52,2,ClientSolutions,Conference,43,21086,40,20,15,High,Met Expectations,Passive,Passive,Promoter
AB1100,Male,35,Under Graduation,Marketing / Finance,Married,1,26,29,ClientSolutions,Conference,131,3560,26,10,14,Very High,Met Expectations,Promoter,Passive,Passive
AB1101,Female,24,Graduation,Bio-technology,Divorced,4,13,8,ClientSolutions,Conference,98,3689,9,9,16,High,Met Expectations,Passive,Passive,Detractor
AB1102,Female,43,Masters / PHD,Bio-technology,Single,4,25,3,ClientSolutions,Conference,52,4759,4,3,20,High,Exceed Expectations,Promoter,Passive,Passive
AB1103,Male,24,Graduation,Marketing / Finance,Divorced,1,13,5,BusinessDevelopment,Conference,120,4616,13,0,16,High,Met Expectations,Detractor,Passive,Passive
AB1104,Male,30,Graduation,Bio-technology,Single,1,9,5,ClientSolutions,No,168,3865,8,7,16,Very High,Met Expectations,Passive,Passive,Detractor
AB1105,Female,33,Masters / PHD,Marketing / Finance,Married,4,5,17,ClientSolutions,Conference,171,4427,3,3,17,High,Exceed Expectations,Passive,Detractor,Detractor
AB1106,Male,44,Masters / PHD,Economics,Single,1,12,2,BusinessDevelopment,Conference,130,8655,10,9,19,Very High,Met Expectations,Detractor,Passive,Promoter
AB1107,Male,32,Graduation,Economics,Divorced,12,8,15,ClientSolutions,No,54,3913,5,3,18,High,Met Expectations,Passive,Passive,Passive
AB1108,Female,24,Graduation,Marketing / Finance,Single,1,16,1,ClientSolutions,LongTermProject,86,4424,16,10,22,High,Exceed Expectations,Passive,Promoter,Promoter
AB1109,Male,30,Graduation,Phycology / Behavior Sciences,Married,1,13,3,ClientSolutions,Conference,58,10355,13,9,17,High,Exceed Expectations,Passive,Passive,Passive
AB1110,Male,18,Under Graduation,Bio-technology,Married,1,9,4,ClientSolutions,Conference,133,4074,9,9,17,High,Met Expectations,Promoter,Promoter,Passive
AB1111,Male,35,Masters / PHD,Phycology / Behavior Sciences,Married,1,3,19,Support,Conference,52,3270,1,0,18,Very High,Met Expectations,Promoter,Detractor,Passive
AB1112,Male,30,Graduation,Marketing / Finance,Married,1,13,13,ClientSolutions,Conference,82,4724,13,10,18,High,Met Expectations,Detractor,Promoter,Detractor
AB1113,Male,35,Graduation,Economics,Single,1,13,2,Support,Conference,30,3908,12,9,16,Very High,Met Expectations,Passive,Promoter,Passive
AB1114,Male,34,Masters / PHD,Economics,Single,1,13,4,ClientSolutions,Conference,26,6391,13,5,18,Medium,Met Expectations,Detractor,Promoter,Passive
AB1115,Male,43,Masters / PHD,Phycology / Behavior Sciences,Married,12,16,8,ClientSolutions,Conference,82,4080,13,12,16,High,Met Expectations,Promoter,Promoter,Detractor
AB1116,Male,16,Graduation,Phycology / Behavior Sciences,Single,1,1,20,BusinessDevelopment,Conference,51,2357,1,0,16,Medium,Met Expectations,Promoter,Passive,Passive
AB1117,Female,27,Under Graduation,Economics,Married,1,27,1,ClientSolutions,Conference,51,13973,27,8,18,Medium,Met Expectations,Promoter,Promoter,Passive
AB1118,Female,32,Masters / PHD,Economics,Single,1,8,17,ClientSolutions,LongTermProject,105,2829,7,3,18,Medium,Exceed Expectations,Passive,Promoter,Passive
AB1119,Male,28,Graduation,Phycology / Behavior Sciences,Single,1,8,2,BusinessDevelopment,Conference,37,6899,8,7,22,High,Inconsistent,Promoter,Promoter,Passive
AB1120,Female,25,Graduation,Marketing / Finance,Single,12,10,9,Support,Conference,166,2344,4,3,19,Very High,Met Expectations,Promoter,Passive,Promoter
AB1121,Male,31,Masters / PHD,Economics,Married,1,4,8,ClientSolutions,No,184,5091,4,3,20,Low,Met Expectations,Detractor,Passive,Promoter
AB1122,Male,20,Under Graduation,Marketing / Finance,Single,1,13,3,ClientSolutions,Conference,149,5203,13,12,19,High,Met Expectations,Passive,Detractor,Promoter
AB1123,Male,25,Under Graduation,Economics,Married,1,1,8,ClientSolutions,Conference,134,2519,1,0,20,Very High,Met Expectations,Promoter,Promoter,Promoter
AB1124,Male,25,Graduation,Marketing / Finance,Single,1,8,27,ClientSolutions,LongTermProject,36,3842,7,5,14,Medium,Met Expectations,Passive,Detractor,Passive
AB1125,Female,29,Graduation,Marketing / Finance,Single,1,7,1,BusinessDevelopment,Conference,24,5351,7,5,18,High,Met Expectations,Detractor,Passive,Promoter
AB1126,Female,41,Graduation,Marketing / Finance,Single,1,10,6,ClientSolutions,LongTermProject,115,3141,9,0,16,Medium,Met Expectations,Passive,Passive,Passive
AB1127,Female,32,Masters / PHD,Marketing / Finance,Single,1,21,26,BusinessDevelopment,Conference,119,5067,20,12,22,High,Exceed Expectations,Detractor,Passive,Passive
AB1128,Male,34,Masters / PHD,Bio-technology,Divorced,1,20,14,BusinessDevelopment,No,45,5950,20,16,23,Low,Exceed Expectations,Promoter,Promoter,Detractor
AB1129,Male,52,Masters / PHD,Economics,Married,1,5,4,ClientSolutions,Conference,184,4450,4,3,18,High,Met Expectations,Promoter,Passive,Passive
AB1130,Male,32,Masters / PHD,Economics,Divorced,4,18,2,ClientSolutions,Conference,195,3064,9,4,15,Medium,Met Expectations,Promoter,Passive,Passive
AB1131,Female,20,Graduation,Bio-technology,Married,1,1,20,BusinessDevelopment,Conference,103,2676,1,0,19,Medium,Met Expectations,Passive,Passive,Passive
AB1132,Male,27,Masters / PHD,Marketing / Finance,Single,8,7,2,ClientSolutions,Conference,134,4830,3,3,18,High,Met Expectations,Passive,Passive,Promoter
AB1133,Female,53,Masters / PHD,Bio-technology,Married,5,36,5,ClientSolutions,Conference,108,21849,7,3,16,High,Met Expectations,Promoter,Detractor,Promoter
AB1134,Female,24,Graduation,Bio-technology,Married,1,4,15,BusinessDevelopment,ClientEngagement,170,2396,4,1,17,High,Met Expectations,Passive,Promoter,Passive
AB1135,Female,34,Masters / PHD,Economics,Single,1,23,17,ClientSolutions,Conference,133,3037,22,17,18,Very High,Met Expectations,Passive,Detractor,Passive
AB1136,Female,40,Graduation,Bio-technology,Married,1,12,8,BusinessDevelopment,Conference,144,8408,12,10,19,High,Met Expectations,Passive,Promoter,Detractor
AB1137,Female,50,Masters / PHD,Bio-technology,Married,9,14,1,BusinessDevelopment,ClientEngagement,55,5252,1,0,15,High,Met Expectations,Detractor,Passive,Passive
AB1138,Female,29,Graduation,Economics,Divorced,9,13,25,ClientSolutions,Conference,159,13157,9,9,19,Very High,Met Expectations,Passive,Passive,Passive
AB1139,Male,21,Graduation,Phycology / Behavior Sciences,Single,1,10,7,ClientSolutions,Conference,79,3950,9,9,15,Very High,Met Expectations,Passive,Detractor,Promoter
AB1140,Male,16,Under Graduation,Bio-technology,Divorced,4,4,2,BusinessDevelopment,Conference,59,2577,0,0,16,High,Met Expectations,Passive,Detractor,Passive
AB1141,Male,31,Graduation,Economics,Single,1,13,21,ClientSolutions,LongTermProject,26,10456,12,9,21,Medium,Exceed Expectations,Promoter,Passive,Passive
AB1142,Female,33,Under Graduation,Marketing / Finance,Married,1,18,1,ClientSolutions,No,126,13114,17,10,19,High,Met Expectations,Passive,Passive,Detractor
AB1143,Male,22,Graduation,Economics,Divorced,1,4,1,Support,No,33,2997,4,3,17,High,Met Expectations,Passive,Promoter,Passive
AB1144,Male,30,Graduation,Economics,Married,5,10,20,ClientSolutions,Conference,48,3342,1,0,21,High,Exceed Expectations,Passive,Passive,Detractor
AB1145,Female,31,Graduation,Marketing / Finance,Divorced,9,22,7,ClientSolutions,No,69,5865,17,14,15,Medium,Met Expectations,Promoter,Promoter,Promoter
AB1146,Female,29,Masters / PHD,Economics,Single,1,1,1,BusinessDevelopment,ClientEngagement,100,1523,1,0,15,Low,Met Expectations,Passive,Passive,Passive
AB1147,Male,37,Masters / PHD,Phycology / Behavior Sciences,Divorced,10,9,18,ClientSolutions,Conference,125,4305,3,3,16,High,Exceed Expectations,Promoter,Promoter,Passive
AB1148,Female,34,Graduation,Economics,Single,4,13,18,ClientSolutions,Conference,109,7195,4,3,16,Very High,Met Expectations,Promoter,Detractor,Passive
AB1149,Male,17,Under Graduation,Economics,Married,1,8,4,ClientSolutions,No,138,3495,7,3,18,Medium,Met Expectations,Detractor,Promoter,Promoter
AB1150,Male,44,Masters / PHD,Bio-technology,Divorced,3,16,2,ClientSolutions,Conference,23,8107,8,4,14,High,Met Expectations,Promoter,Promoter,Passive
AB1151,Female,47,Masters / PHD,Economics,Divorced,1,9,17,ClientSolutions,No,150,7479,9,9,17,High,Met Expectations,Promoter,Promoter,Detractor
AB1152,Male,16,Graduation,Economics,Single,1,1,2,ClientSolutions,Conference,37,1242,1,0,22,Medium,Exceed Expectations,Passive,Promoter,Passive
AB1153,Male,41,Masters / PHD,Economics,Married,1,9,2,BusinessDevelopment,ClientEngagement,213,6244,9,9,20,High,Exceed Expectations,Detractor,Promoter,Passive
AB1154,Male,29,Masters / PHD,Marketing / Finance,Single,1,1,1,ClientSolutions,Conference,162,2772,1,1,18,High,Met Expectations,Passive,Passive,Passive
AB1155,Male,24,Masters / PHD,Economics,Single,1,7,9,BusinessDevelopment,Conference,203,5451,5,4,16,High,Met Expectations,Passive,Promoter,Passive
AB1156,Female,33,Graduation,Marketing / Finance,Divorced,1,26,29,ClientSolutions,LongTermProject,169,6167,26,9,14,High,Met Expectations,Passive,Passive,Detractor
AB1157,Female,44,Graduation,Phycology / Behavior Sciences,Single,3,30,28,Support,No,17,18989,7,4,15,Low,Met Expectations,Promoter,Promoter,Passive
AB1158,Female,34,Masters / PHD,Marketing / Finance,Married,1,5,1,ClientSolutions,No,134,4821,4,3,17,Medium,Met Expectations,Promoter,Passive,Passive
AB1159,Female,30,Graduation,Marketing / Finance,Married,1,13,2,BusinessDevelopment,Conference,68,8397,12,9,20,Medium,Met Expectations,Detractor,Promoter,Passive
AB1160,Male,22,Graduation,Marketing / Finance,Divorced,1,13,16,ClientSolutions,Conference,154,5022,13,0,15,High,Met Expectations,Passive,Detractor,Promoter
AB1161,Male,16,Graduation,Bio-technology,Single,1,1,4,ClientSolutions,Conference,16,3289,1,0,20,High,Met Expectations,Detractor,Detractor,Passive
AB1162,Female,32,Under Graduation,Marketing / Finance,Married,7,36,13,ClientSolutions,LongTermProject,112,11550,3,3,14,High,Met Expectations,Detractor,Passive,Promoter
AB1163,Male,22,Graduation,Bio-technology,Single,1,13,22,ClientSolutions,No,162,9576,13,9,15,Medium,Met Expectations,Passive,Detractor,Detractor
AB1164,Female,34,Graduation,Marketing / Finance,Single,1,16,10,ClientSolutions,LongTermProject,89,4054,16,12,16,Very High,Met Expectations,Detractor,Promoter,Passive
AB1165,Male,29,Masters / PHD,Phycology / Behavior Sciences,Single,9,13,2,BusinessDevelopment,ClientEngagement,107,5869,7,3,16,High,Met Expectations,Promoter,Detractor,Promoter
AB1166,Male,32,Masters / PHD,Marketing / Finance,Married,1,8,2,ClientSolutions,Conference,27,3244,7,0,16,Very High,Met Expectations,Promoter,Promoter,Detractor
AB1167,Female,42,Graduation,Marketing / Finance,Divorced,4,34,8,ClientSolutions,Conference,145,20386,9,9,19,High,Met Expectations,Promoter,Passive,Passive
AB1168,Male,22,Graduation,Bio-technology,Married,1,8,18,ClientSolutions,Conference,140,3541,7,3,18,High,Met Expectations,Passive,Passive,Promoter
AB1169,Male,35,Masters / PHD,Bio-technology,Divorced,5,12,15,BusinessDevelopment,Conference,51,6964,1,0,20,Medium,Met Expectations,Promoter,Passive,Promoter
AB1170,Male,27,Graduation,Bio-technology,Married,1,16,7,BusinessDevelopment,Conference,171,2561,14,13,24,High,Exceed Expectations,Passive,Passive,Passive
AB1171,Male,34,Graduation,Marketing / Finance,Single,8,10,6,ClientSolutions,Conference,59,6634,7,5,17,Medium,Met Expectations,Promoter,Passive,Promoter
AB1172,Male,27,Graduation,Marketing / Finance,Married,1,20,5,ClientSolutions,Conference,137,4396,20,13,16,Medium,Met Expectations,Passive,Promoter,Passive
AB1173,Male,47,Graduation,Bio-technology,Married,4,18,1,BusinessDevelopment,Conference,129,13056,8,5,16,High,Met Expectations,Passive,Promoter,Passive
AB1174,Male,28,Graduation,Bio-technology,Divorced,1,7,10,BusinessDevelopment,ClientEngagement,140,5471,7,3,14,High,Met Expectations,Promoter,Promoter,Promoter
AB1175,Male,22,Graduation,Economics,Married,1,9,1,BusinessDevelopment,ClientEngagement,93,7511,9,9,15,Medium,Met Expectations,Passive,Promoter,Passive
AB1176,Male,24,Under Graduation,Economics,Married,1,13,2,ClientSolutions,LongTermProject,116,10479,13,12,18,Medium,Met Expectations,Promoter,Passive,Passive
AB1177,Female,47,Masters / PHD,Economics,Single,12,29,11,ClientSolutions,LongTermProject,95,20451,4,3,14,High,Met Expectations,Passive,Detractor,Promoter
AB1178,Male,23,Graduation,Economics,Single,1,7,7,BusinessDevelopment,ClientEngagement,57,5394,5,3,16,High,Met Expectations,Passive,Detractor,Promoter
AB1179,Male,32,Graduation,Economics,Divorced,3,9,19,BusinessDevelopment,ClientEngagement,93,4551,3,1,19,High,Met Expectations,Passive,Promoter,Promoter
AB1180,Female,41,Graduation,Economics,Married,5,23,10,BusinessDevelopment,Conference,140,5782,9,9,14,High,Met Expectations,Passive,Promoter,Passive
AB1181,Male,26,Graduation,Marketing / Finance,Married,1,13,8,BusinessDevelopment,Conference,73,6828,13,9,17,Very High,Met Expectations,Passive,Promoter,Passive
AB1182,Female,31,Graduation,Economics,Single,3,10,17,BusinessDevelopment,Conference,53,4628,4,3,15,High,Met Expectations,Passive,Passive,Passive
AB1183,Male,49,Masters / PHD,Marketing / Finance,Divorced,3,14,8,ClientSolutions,Conference,108,5441,10,3,17,Medium,Inconsistent,Promoter,Passive,Detractor
AB1184,Male,27,Under Graduation,Marketing / Finance,Married,9,22,30,ClientSolutions,Conference,128,7335,1,0,20,High,Met Expectations,Passive,Detractor,Passive
AB1185,Male,27,Graduation,Marketing / Finance,Married,7,10,14,ClientSolutions,Conference,99,2701,7,5,16,High,Met Expectations,Passive,Passive,Passive
AB1186,Female,22,Graduation,Economics,Single,1,8,5,ClientSolutions,LongTermProject,154,2639,7,5,16,High,Inconsistent,Promoter,Promoter,Passive
AB1187,Male,36,Masters / PHD,Economics,Married,3,13,6,ClientSolutions,LongTermProject,76,5857,10,4,14,Medium,Met Expectations,Detractor,Passive,Promoter
AB1188,Female,36,Masters / PHD,Bio-technology,Married,1,10,7,BusinessDevelopment,Conference,36,4442,9,9,20,Medium,Exceed Expectations,Promoter,Promoter,Detractor
AB1189,Female,18,Under Graduation,Marketing / Finance,Single,1,8,28,BusinessDevelopment,Conference,96,6796,8,7,22,High,Exceed Expectations,Passive,Promoter,Passive
AB1190,Female,55,Masters / PHD,Marketing / Finance,Married,9,40,5,ClientSolutions,Conference,90,10983,13,12,16,Medium,Met Expectations,Passive,Detractor,Promoter
AB1191,Female,51,Masters / PHD,Marketing / Finance,Divorced,4,34,12,ClientSolutions,LongTermProject,158,17571,18,12,20,High,Exceed Expectations,Passive,Promoter,Promoter
AB1192,Female,18,Graduation,Phycology / Behavior Sciences,Married,1,5,19,ClientSolutions,No,54,3115,5,3,16,High,Met Expectations,Passive,Passive,Passive
AB1193,Male,40,Masters / PHD,Bio-technology,Single,9,12,4,BusinessDevelopment,Conference,97,5675,8,5,16,High,Met Expectations,Passive,Detractor,Promoter
AB1194,Male,24,Under Graduation,Marketing / Finance,Single,3,10,6,ClientSolutions,Conference,76,3274,5,3,14,High,Met Expectations,Passive,Detractor,Passive
AB1195,Female,32,Masters / PHD,Marketing / Finance,Single,1,8,2,ClientSolutions,Conference,18,4828,8,7,14,Medium,Met Expectations,Passive,Detractor,Passive
AB1196,Female,37,Graduation,Economics,Single,8,13,1,Support,Conference,118,3781,9,8,15,High,Met Expectations,Promoter,Detractor,Passive
AB1197,Female,33,Masters / PHD,Economics,Married,1,13,5,BusinessDevelopment,Conference,184,5729,13,10,14,High,Met Expectations,Passive,Promoter,Promoter
AB1198,Male,27,Graduation,Marketing / Finance,Divorced,1,12,1,BusinessDevelopment,Conference,71,4452,12,10,22,Low,Exceed Expectations,Detractor,Detractor,Detractor
AB1199,Female,26,Graduation,Marketing / Finance,Married,1,13,11,ClientSolutions,Conference,59,5372,12,9,16,High,Met Expectations,Passive,Promoter,Detractor
AB1200,Female,36,Graduation,Economics,Married,4,34,8,BusinessDevelopment,Conference,147,19341,12,4,16,High,Met Expectations,Promoter,Promoter,Passive
AB1201,Male,32,Under Graduation,Bio-technology,Married,4,30,3,BusinessDevelopment,Conference,44,19138,16,12,15,High,Met Expectations,Detractor,Passive,Promoter
AB1202,Male,42,Graduation,Economics,Divorced,1,43,5,Support,Conference,93,15377,43,12,14,High,Met Expectations,Passive,Passive,Passive
AB1203,Male,27,Under Graduation,Marketing / Finance,Married,1,27,10,ClientSolutions,Conference,13,18704,27,12,16,High,Met Expectations,Passive,Detractor,Promoter
AB1204,Female,25,Graduation,Marketing / Finance,Married,1,17,5,ClientSolutions,Conference,57,4746,17,13,15,High,Met Expectations,Passive,Detractor,Promoter
AB1205,Male,35,Masters / PHD,Marketing / Finance,Single,5,21,7,ClientSolutions,Conference,60,14981,7,3,16,High,Met Expectations,Detractor,Passive,Detractor
AB1206,Male,34,Graduation,Economics,Married,1,13,30,ClientSolutions,Conference,113,4886,12,10,16,High,Met Expectations,Passive,Passive,Promoter
AB1207,Female,42,Graduation,Marketing / Finance,Single,4,27,3,ClientSolutions,Conference,38,15058,9,9,19,High,Met Expectations,Promoter,Passive,Passive
AB1208,Male,32,Masters / PHD,Economics,Married,4,8,3,ClientSolutions,No,105,3295,0,0,18,Medium,Met Expectations,Passive,Promoter,Promoter
AB1209,Female,18,Graduation,Marketing / Finance,Single,1,1,16,ClientSolutions,Conference,65,3177,0,0,17,High,Met Expectations,Passive,Promoter,Passive
AB1210,Male,41,Graduation,Marketing / Finance,Married,1,42,3,Support,MonthlyTravel,151,19942,42,7,14,Medium,Met Expectations,Detractor,Passive,Passive
AB1211,Male,26,Graduation,Bio-technology,Single,1,13,9,BusinessDevelopment,Conference,113,5939,13,9,15,High,Met Expectations,Promoter,Promoter,Promoter
AB1212,Female,28,Under Graduation,Marketing / Finance,Divorced,7,20,2,ClientSolutions,Conference,131,7012,16,14,20,Very High,Exceed Expectations,Passive,Passive,Passive
AB1213,Male,39,Graduation,Economics,Single,1,14,4,ClientSolutions,Conference,104,8675,13,12,14,High,Met Expectations,Promoter,Promoter,Passive
AB1214,Female,34,Graduation,Bio-technology,Single,1,13,6,BusinessDevelopment,Conference,111,10144,13,10,15,High,Met Expectations,Promoter,Passive,Passive
AB1215,Female,35,Graduation,Marketing / Finance,Single,5,23,30,ClientSolutions,LongTermProject,116,5220,4,3,15,Very High,Met Expectations,Passive,Passive,Promoter
AB1216,Female,26,Masters / PHD,Economics,Single,1,10,18,ClientSolutions,Conference,20,2655,10,3,16,High,Met Expectations,Promoter,Passive,Promoter
AB1217,Female,30,Graduation,Bio-technology,Single,5,16,1,ClientSolutions,Conference,97,8230,8,7,18,High,Met Expectations,Passive,Promoter,Promoter
AB1218,Male,29,Graduation,Marketing / Finance,Single,1,8,1,ClientSolutions,Conference,147,3164,8,5,19,Medium,Met Expectations,Passive,Passive,Detractor
AB1219,Female,35,Graduation,Marketing / Finance,Single,1,26,6,ClientSolutions,Conference,113,4500,26,9,16,Medium,Met Expectations,Detractor,Passive,Detractor
AB1220,Male,37,Graduation,Marketing / Finance,Divorced,3,31,19,ClientSolutions,Conference,126,11905,9,9,19,Low,Met Expectations,Passive,Detractor,Passive
AB1221,Female,20,Under Graduation,Marketing / Finance,Married,1,14,1,BusinessDevelopment,ClientEngagement,154,8697,14,13,16,High,Met Expectations,Passive,Promoter,Promoter
AB1222,Male,27,Graduation,Phycology / Behavior Sciences,Married,1,7,2,Support,Conference,18,3974,7,5,16,High,Met Expectations,Passive,Passive,Promoter
AB1223,Female,29,Masters / PHD,Economics,Married,1,13,4,BusinessDevelopment,Conference,167,6026,13,0,14,High,Met Expectations,Detractor,Promoter,Detractor
AB1224,Female,31,Graduation,Bio-technology,Married,1,20,1,ClientSolutions,Conference,162,14892,20,16,16,High,Met Expectations,Promoter,Detractor,Passive
AB1225,Male,25,Graduation,Marketing / Finance,Married,1,3,15,ClientSolutions,LongTermProject,106,2892,3,3,15,High,Met Expectations,Passive,Passive,Passive
AB1226,Female,14,Graduation,Marketing / Finance,Single,1,0,3,BusinessDevelopment,ClientEngagement,65,1753,0,0,15,High,Met Expectations,Passive,Promoter,Passive
AB1227,Male,30,Masters / PHD,Economics,Single,1,1,2,ClientSolutions,Conference,189,1561,1,0,15,High,Met Expectations,Promoter,Promoter,Detractor
AB1228,Male,21,Graduation,Phycology / Behavior Sciences,Married,1,10,6,ClientSolutions,LongTermProject,133,2819,9,9,19,Very High,Met Expectations,Passive,Promoter,Detractor
AB1229,Male,19,Graduation,Bio-technology,Divorced,1,3,20,ClientSolutions,Conference,42,2548,1,1,16,Medium,Met Expectations,Passive,Detractor,Passive
AB1230,Female,19,Under Graduation,Marketing / Finance,Married,1,12,17,BusinessDevelopment,Conference,79,3909,12,10,21,Medium,Exceed Expectations,Passive,Passive,Promoter
AB1231,Male,46,Graduation,Economics,Divorced,4,16,23,ClientSolutions,Conference,40,10360,7,4,18,High,Met Expectations,Passive,Promoter,Passive
AB1232,Female,24,Graduation,Economics,Single,8,4,11,ClientSolutions,Conference,110,2666,0,0,20,Medium,Exceed Expectations,Promoter,Detractor,Passive
AB1233,Male,34,Under Graduation,Economics,Married,4,36,2,ClientSolutions,LongTermProject,116,20993,7,5,17,High,Met Expectations,Passive,Promoter,Promoter
AB1234,Female,31,Masters / PHD,Economics,Married,1,3,4,ClientSolutions,Conference,125,3221,3,3,16,Very High,Met Expectations,Passive,Promoter,Passive
AB1235,Female,41,Graduation,Marketing / Finance,Married,3,42,1,ClientSolutions,LongTermProject,172,19566,3,3,22,High,Inconsistent,Promoter,Detractor,Passive
AB1236,Female,24,Graduation,Bio-technology,Married,9,5,18,BusinessDevelopment,No,76,5217,3,3,15,High,Met Expectations,Promoter,Passive,Passive
AB1237,Male,25,Graduation,Phycology / Behavior Sciences,Married,1,16,9,Support,Conference,150,6979,14,12,20,High,Met Expectations,Passive,Promoter,Promoter
AB1238,Male,26,Graduation,Economics,Married,8,13,10,ClientSolutions,LongTermProject,71,3792,7,3,16,High,Met Expectations,Detractor,Passive,Detractor
AB1239,Male,29,Graduation,Marketing / Finance,Married,1,13,2,BusinessDevelopment,Conference,19,8345,13,12,16,Medium,Met Expectations,Passive,Passive,Passive
AB1240,Female,40,Masters / PHD,Bio-technology,Married,1,9,20,ClientSolutions,LongTermProject,205,4984,8,7,14,Medium,Met Expectations,Promoter,Promoter,Promoter
AB1241,Male,17,Under Graduation,Phycology / Behavior Sciences,Married,1,1,23,Support,Conference,26,1738,1,0,14,Low,Met Expectations,Promoter,Passive,Passive
AB1242,Female,22,Graduation,Phycology / Behavior Sciences,Married,1,1,16,Support,MonthlyTravel,162,3168,1,0,15,Medium,Met Expectations,Detractor,Passive,Detractor
AB1243,Female,45,Graduation,Economics,Married,3,7,1,ClientSolutions,Conference,149,2297,4,3,22,High,Exceed Expectations,Detractor,Detractor,Promoter
AB1244,Male,24,Graduation,Economics,Married,1,5,2,BusinessDevelopment,No,90,5122,5,4,16,Medium,Met Expectations,Promoter,Passive,Detractor
AB1245,Female,32,Masters / PHD,Bio-technology,Single,1,18,2,ClientSolutions,Conference,61,7351,18,14,14,High,Met Expectations,Passive,Promoter,Promoter
AB1246,Male,29,Masters / PHD,Bio-technology,Married,4,12,30,BusinessDevelopment,Conference,193,10154,5,3,15,Medium,Met Expectations,Passive,Passive,Passive
AB1247,Male,38,Masters / PHD,Marketing / Finance,Single,1,27,7,BusinessDevelopment,Conference,92,21728,27,10,16,High,Met Expectations,Passive,Passive,Passive
AB1248,Male,29,Masters / PHD,Economics,Married,1,8,2,ClientSolutions,Conference,111,3840,7,3,16,High,Met Expectations,Passive,Passive,Promoter
AB1249,Male,33,Masters / PHD,Bio-technology,Single,1,21,1,BusinessDevelopment,Conference,116,4753,20,17,16,Medium,Met Expectations,Passive,Detractor,Passive
AB1250,Female,29,Masters / PHD,Marketing / Finance,Single,1,14,7,ClientSolutions,Conference,185,7849,14,12,16,High,Met Expectations,Passive,Promoter,Passive
AB1251,Male,23,Graduation,Bio-technology,Divorced,4,7,1,BusinessDevelopment,ClientEngagement,181,3219,4,3,17,High,Exceed Expectations,Detractor,Passive,Promoter
AB1252,Male,25,Graduation,Bio-technology,Married,5,13,7,BusinessDevelopment,Conference,26,7615,10,9,14,Very High,Met Expectations,Passive,Promoter,Passive
AB1253,Male,36,Graduation,Economics,Married,1,12,4,ClientSolutions,No,96,4901,12,9,15,High,Met Expectations,Passive,Passive,Passive
AB1254,Male,45,Graduation,Economics,Single,1,7,22,ClientSolutions,Conference,138,2866,5,3,18,High,Met Expectations,Detractor,Promoter,Promoter
AB1255,Male,23,Graduation,Marketing / Finance,Married,1,7,9,ClientSolutions,Conference,140,2301,7,3,22,Very High,Exceed Expectations,Promoter,Promoter,Promoter
AB1256,Male,21,Graduation,Bio-technology,Married,1,8,29,BusinessDevelopment,Conference,83,6897,7,4,20,Medium,Exceed Expectations,Detractor,Passive,Promoter
AB1257,Male,23,Graduation,Economics,Divorced,1,4,6,ClientSolutions,LongTermProject,94,2993,4,1,16,Very High,Met Expectations,Passive,Passive,Promoter
AB1258,Male,25,Graduation,Phycology / Behavior Sciences,Married,1,9,21,ClientSolutions,Conference,143,10927,8,3,17,Very High,Met Expectations,Passive,Detractor,Passive
AB1259,Male,34,Graduation,Economics,Divorced,3,18,3,BusinessDevelopment,Conference,113,9812,7,5,14,Medium,Met Expectations,Passive,Passive,Passive
AB1260,Male,19,Under Graduation,Marketing / Finance,Married,12,8,2,ClientSolutions,Conference,64,3830,3,3,15,High,Met Expectations,Passive,Passive,Promoter
AB1261,Female,32,Masters / PHD,Economics,Divorced,8,16,7,ClientSolutions,Conference,155,5988,1,0,17,Low,Met Expectations,Passive,Passive,Passive
